Region,Place Code,Place,ODS Code,GP Practice (ODS Code),Registered Patients,% of patients with a nomination,EPS Items,eRD Items,All Items,EPS Utilisation,eRD Utilisation (EPS Items),eRD Utilisation (All Items)
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81028,Dr R Khanchandani'S Practice (E81028),14910,0.748,15169,9,15280,0.993,0.001,0.001
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81029,Putnoe Medical Centre Partnership (E81029),17083,0.732,18916,99,19737,0.958,0.005,0.005
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81030,Cauldwell Medical Centre (E81030),9474,0.617,8800,96,8943,0.984,0.011,0.011
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81031,Great Barford Surgery (E81031),5309,0.209,2739,0,8491,0.3229999999999999,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81032,Lea Vale Medical Practice (E81032),31590,0.574,25665,48,25699,0.999,0.002,0.002
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81033,Shefford Health Centre (E81033),18663,0.818,31217,387,31617,0.987,0.012,0.012
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81034,Toddington Medical Centre (E81034),7599,0.759,9817,1647,9872,0.994,0.168,0.1669999999999999
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81035,Sandy Health Centre (E81035),8903,0.727,13587,71,14805,0.918,0.005,0.005
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81036,Ivel Medical Centre (E81036),13623,0.7559999999999999,19460,20,20789,0.936,0.001,0.001
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81037,The De Parys Group (E81037),37406,0.716,45539,0,47508,0.959,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81038,King Street Surgery (E81038),21811,0.743,26274,553,27230,0.965,0.021,0.02
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81040,Sundon Medical Centre (E81040),9335,0.762,12284,0,14327,0.857,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81041,Gardenia Practice (E81041),13419,0.8029999999999999,11879,14,11919,0.997,0.001,0.001
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81043,Marston Forest Healthcare (E81043),10852,0.626,12824,184,12851,0.998,0.0139999999999999,0.0139999999999999
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81044,Leighton Road Surgery (E81044),19913,0.7879999999999999,26274,3120,26285,1.0,0.119,0.119
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81045,Kingsbury Court Surgery (E81045),9501,0.757,13551,58,13671,0.991,0.004,0.004
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81046,Dr A Sulakshana & Partners (E81046),11816,0.546,13448,14,18959,0.7090000000000001,0.001,0.001
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81047,Goldington Avenue Surgery (E81047),14854,0.79,16958,11,16977,0.999,0.001,0.001
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81048,Bute House Medical Centre (E81048),9011,0.688,10445,854,10479,0.997,0.0819999999999999,0.081
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81049,Priory Medical Centre (E81049),7682,0.6729999999999999,8816,0,9912,0.889,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81050,Asplands Medical Centre (E81050),12352,0.506,13674,0,20587,0.664,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81052,Kirby Road Surgery (E81052),8365,0.785,11454,0,11490,0.997,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81057,Saffron Health Partnership (E81057),21414,0.778,34458,50,36775,0.937,0.001,0.001
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81060,Linden Road Surgery (E81060),6378,0.716,8278,0,8508,0.973,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81061,Dr Carragher And Neal And Akhtar (E81061),6921,0.45,5791,0,9076,0.638,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81063,Conway Medical Centre (E81063),8265,0.845,10328,36,10364,0.997,0.003,0.003
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81064,Bramingham Park Medical Centre (E81064),6949,0.728,6209,36,6323,0.982,0.006,0.006
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81069,Caddington Surgery (E81069),5095,0.812,10642,2293,10919,0.975,0.215,0.21
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81073,The Medici Medical Practice (E81073),16237,0.969,15592,313,15677,0.995,0.02,0.02
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81074,Houghton Close Surgery (E81074),11730,0.594,15020,6,20575,0.73,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81076,Dr Dv Shah'S Practice (E81076),4354,0.797,6288,0,6288,1.0,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81077,Oliver Street Surgery (E81077),8910,0.805,11746,1557,11809,0.995,0.133,0.132
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81612,Drs Mirza Sukhani & Partners (E81612),5973,0.799,7116,17,7147,0.996,0.002,0.002
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81615,Ashburnham Road Surgery (E81615),4023,0.8,3075,0,3094,0.994,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81617,Dr Ps Bath'S Practice (E81617),4849,0.8320000000000001,5198,23,5225,0.995,0.004,0.004
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81631,Malzeard Road Practice (E81631),8627,0.716,7625,2,7673,0.994,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81632,Barton Hills Medical Group (E81632),7904,0.8140000000000001,9308,0,9468,0.983,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81633,Neville Road Surgery (E81633),4439,0.7809999999999999,3101,0,3142,0.987,0.0,0.0
East,M1J4Y,"Bedfordshire, Luton & Milton Keynes",E81635,Eastgate Surgery (E81635),4643,0.7509999999999999,4706,0,4726,0.996,0.0,0.0
East,06N,Herts Valleys,E82001,Rothschild House Group (E82001),41838,0.652,41119,5333,57825,0.711,0.13,0.092
East,06K,East & North Hertfordshire,E82002,Wrafton House Surgery (E82002),10116,0.679,12793,871,12968,0.987,0.068,0.067
East,06N,Herts Valleys,E82004,Hatfield Road Surgery (E82004),5331,0.7559999999999999,6848,4071,6984,0.981,0.594,0.583
East,06K,East & North Hertfordshire,E82005,Stanmore Medical Group (E82005),51516,0.782,74342,8181,74423,0.999,0.11,0.11
East,06K,East & North Hertfordshire,E82006,The Limes Surgery (E82006),7745,0.807,14059,1056,14172,0.992,0.075,0.075
East,06K,East & North Hertfordshire,E82007,Hanscombe House Surgery (E82007),12313,0.799,14076,1853,14129,0.996,0.132,0.131
East,06K,East & North Hertfordshire,E82008,The Nevells Road Surgery (E82008),11019,0.8009999999999999,19992,2733,20020,0.999,0.1369999999999999,0.1369999999999999
East,06N,Herts Valleys,E82009,Lincoln House Surgery (E82009),14377,0.835,17624,4625,17976,0.98,0.262,0.257
East,06N,Herts Valleys,E82012,Fairbrook Medical Centre (E82012),14688,0.737,16419,616,16749,0.98,0.038,0.037
East,06N,Herts Valleys,E82013,Bridgewater Surgeries (E82013),32734,0.7879999999999999,41170,17216,41459,0.993,0.418,0.415
East,06N,Herts Valleys,E82014,"Lodge,Highfield & Redbourn (E82014)",20304,0.7390000000000001,22875,7145,23088,0.991,0.312,0.309
East,06N,Herts Valleys,E82015,Suthergrey House Medical Centre (E82015),9624,0.69,13150,5095,13238,0.993,0.387,0.385
East,06N,Herts Valleys,E82017,Garston Medical Centre (E82017),11819,0.6659999999999999,11008,3041,11037,0.997,0.276,0.276
East,06K,East & North Hertfordshire,E82018,Lister House Surgery (E82018),14092,0.677,19874,3612,21053,0.944,0.182,0.172
East,06K,East & North Hertfordshire,E82019,Bridge Cottage Surgery (E82019),15504,0.8370000000000001,32723,8226,32978,0.992,0.251,0.249
East,06N,Herts Valleys,E82020,Consulting Rooms (E82020),6605,0.746,9281,3308,9354,0.992,0.356,0.354
East,06K,East & North Hertfordshire,E82021,Much Hadham Health Centre (E82021),6679,0.285,4269,1649,12127,0.352,0.386,0.136
East,06N,Herts Valleys,E82022,Fernville Surgery (E82022),17265,0.7609999999999999,23460,8698,23793,0.986,0.371,0.366
East,06K,East & North Hertfordshire,E82023,Burvill House Surgery (E82023),12043,0.653,13386,1670,13444,0.996,0.125,0.124
East,06K,East & North Hertfordshire,E82024,Wallace House (E82024),15107,0.813,22311,4829,22351,0.998,0.216,0.216
East,06N,Herts Valleys,E82027,Parkfield Medical Centre (E82027),12999,0.731,13099,1801,13196,0.993,0.1369999999999999,0.136
East,06N,Herts Valleys,E82031,Maltings Surgery (E82031),17315,0.66,18587,7038,18790,0.989,0.379,0.375
East,06N,Herts Valleys,E82032,Bennetts End Surgery (E82032),15946,0.813,21205,7774,22216,0.954,0.367,0.35
East,06K,East & North Hertfordshire,E82035,Knebworth & Marymead Practice (E82035),13533,0.823,27882,5662,27895,1.0,0.203,0.203
East,06N,Herts Valleys,E82037,Village Surgery (E82037),15441,0.8440000000000001,15997,3793,16157,0.99,0.237,0.235
East,06K,East & North Hertfordshire,E82038,The Buntingford & Puckeridge Med Prac. (E82038),19962,0.835,24624,1983,24686,0.997,0.081,0.08
East,06K,East & North Hertfordshire,E82040,Peartree Lane Surgery (E82040),21510,0.764,39575,5814,39742,0.996,0.147,0.146
East,06K,East & North Hertfordshire,E82041,The Garden City Practice (E82041),11806,0.755,17260,3105,17391,0.992,0.18,0.179
East,06K,East & North Hertfordshire,E82042,Abbey Road Surgery (E82042),9630,0.79,16719,5217,16733,0.999,0.312,0.312
East,06N,Herts Valleys,E82043,Schopwick Surgery (E82043),14509,0.825,22031,5823,22140,0.995,0.264,0.263
East,06K,East & North Hertfordshire,E82044,The Portmill Surgery (E82044),13881,0.758,17645,1305,17668,0.999,0.074,0.074
East,06N,Herts Valleys,E82045,Watford Health Centre (E82045),18862,0.63,23417,9067,23508,0.996,0.387,0.386
East,06N,Herts Valleys,E82046,Vine House Health Centre (E82046),11529,0.782,15454,3734,15738,0.982,0.242,0.237
East,06N,Herts Valleys,E82048,Theobald Medical Centre (E82048),9105,0.703,8734,40,8734,1.0,0.005,0.005
East,06N,Herts Valleys,E82049,Baldwins Lane Surgery (E82049),3563,0.726,4161,247,4843,0.8590000000000001,0.059,0.051
East,06N,Herts Valleys,E82050,Grove Hill Medical Centre (E82050),4974,0.754,5991,1449,6055,0.989,0.242,0.239
East,06N,Herts Valleys,E82051,Everest House Surgery (E82051),14679,0.7859999999999999,16735,146,17348,0.965,0.009,0.008
East,06K,East & North Hertfordshire,E82053,Bancroft Medical Centre (E82053),18261,0.6859999999999999,22606,625,23767,0.951,0.0279999999999999,0.026
East,06N,Herts Valleys,E82055,Midway Surgery (E82055),13578,0.762,18604,5425,18840,0.987,0.292,0.288
East,06K,East & North Hertfordshire,E82056,Shephall Health Centre (E82056),9278,0.7659999999999999,15112,1788,15162,0.997,0.118,0.118
East,06K,East & North Hertfordshire,E82058,Potterells Medical Centre (E82058),15583,0.605,11514,122,11523,0.999,0.011,0.011
East,06N,Herts Valleys,E82059,Grange Street Surgery (E82059),10342,0.743,12178,3406,12272,0.992,0.28,0.278
East,06N,Herts Valleys,E82060,Parkbury House Surgery (E82060),22662,0.7190000000000001,22055,5879,22107,0.998,0.267,0.266
East,06K,East & North Hertfordshire,E82061,Amwell Surgery (E82061),13540,0.7609999999999999,23041,2851,23267,0.99,0.124,0.123
East,06K,East & North Hertfordshire,E82062,Hall Grove Group Practice (E82062),15908,0.7440000000000001,23120,5588,23568,0.981,0.242,0.237
East,06K,East & North Hertfordshire,E82063,The Maples (E82063),12626,0.996,19735,7211,19805,0.996,0.365,0.364
East,06N,Herts Valleys,E82064,Chorleywood Health Centre (E82064),7069,0.7609999999999999,6536,206,6852,0.954,0.032,0.03
East,06N,Herts Valleys,E82066,Haverfield Surgery (E82066),3588,0.789,3292,0,3362,0.979,0.0,0.0
East,06K,East & North Hertfordshire,E82067,Church Street Partnership (E82067),16520,0.727,22104,9785,22139,0.998,0.4429999999999999,0.442
East,06N,Herts Valleys,E82068,Gade Surgery (E82068),12163,0.7120000000000001,14704,6968,14837,0.991,0.474,0.47
East,06N,Herts Valleys,E82069,The Elms Surgery (E82069),7859,0.708,6611,2125,6705,0.986,0.321,0.317
East,06N,Herts Valleys,E82070,Woodhall Farm Medical Ctr (E82070),3163,0.753,3539,910,3612,0.98,0.257,0.252
East,06N,Herts Valleys,E82071,Elms Medical Practice (E82071),16621,0.738,14968,4183,15421,0.971,0.2789999999999999,0.271
East,06H,Cambridgeshire & Peterborough,E82072,The Health Centre Practice (E82072),12048,0.682,17053,1375,19676,0.867,0.081,0.07
East,06N,Herts Valleys,E82073,Manor View Practice (E82073),31115,0.6809999999999999,32293,9551,32773,0.985,0.296,0.291
East,06K,East & North Hertfordshire,E82074,South Street Surgery (E82074),22673,0.74,31403,12334,31704,0.991,0.3929999999999999,0.389
East,06K,East & North Hertfordshire,E82075,Regal Chambers Surgery (E82075),12587,0.77,20640,4692,20729,0.996,0.2269999999999999,0.226
East,06N,Herts Valleys,E82077,Davenport House Surgery (E82077),12826,0.736,11574,3688,11723,0.987,0.319,0.315
East,06N,Herts Valleys,E82078,Highview Medical Centre (E82078),9844,0.767,12593,2651,12785,0.985,0.211,0.207
East,06K,East & North Hertfordshire,E82079,Cromwell Medical Centre (E82079),8730,0.816,19126,7628,19333,0.989,0.3989999999999999,0.395
East,06K,East & North Hertfordshire,E82081,Cuffley And Goffs Oak Medical Practice (E82081),13012,0.838,19767,7300,19863,0.995,0.369,0.368
East,06K,East & North Hertfordshire,E82082,Birchwood Surgery (E82082),11983,0.815,22942,2220,23033,0.996,0.0969999999999999,0.096
East,06N,Herts Valleys,E82083,The Colne Practice (E82083),10403,0.769,12894,1715,13565,0.951,0.133,0.126
East,06N,Herts Valleys,E82084,Harvey Group Practice (E82084),14435,0.7140000000000001,12627,2732,12674,0.996,0.216,0.216
East,06N,Herts Valleys,E82085,The Red House Group (E82085),19255,0.787,19691,5362,20769,0.948,0.272,0.258
East,06K,East & North Hertfordshire,E82086,King George & Manor House Surgeries (E82086),22677,0.691,32809,4455,35256,0.931,0.136,0.126
East,06K,East & North Hertfordshire,E82088,Hailey View Surgery (E82088),10176,0.883,13011,215,13072,0.995,0.017,0.016
East,06K,East & North Hertfordshire,E82089,Chells Surgery (E82089),0,,379,189,395,0.959,0.499,0.478
East,06K,East & North Hertfordshire,E82090,Park Lane Surgery (E82090),10499,0.8740000000000001,17141,7652,17272,0.992,0.446,0.4429999999999999
East,06N,Herts Valleys,E82091,Parkwood Surgery (E82091),18289,0.7440000000000001,25116,5993,26078,0.963,0.239,0.23
East,06K,East & North Hertfordshire,E82092,Dolphin House Surgery (E82092),15216,0.848,25391,2301,25443,0.998,0.091,0.09
East,06K,East & North Hertfordshire,E82093,Bedwell Medical Centre (E82093),12986,0.769,24310,3466,24430,0.995,0.143,0.142
East,06N,Herts Valleys,E82094,The Manor Street Surgery (E82094),12031,0.7509999999999999,10680,2399,10835,0.986,0.225,0.221
East,06N,Herts Valleys,E82096,Sheepcot Medical Centre (E82096),10950,0.784,13798,3348,13951,0.989,0.243,0.24
East,06N,Herts Valleys,E82098,Annandale Medical Centre (E82098),7721,0.75,8372,1434,8597,0.974,0.171,0.1669999999999999
East,06K,East & North Hertfordshire,E82099,The Baldock Surgery (E82099),12835,0.775,17409,0,17469,0.997,0.0,0.0
East,06K,East & North Hertfordshire,E82100,Central Surgery (E82100),13022,0.8340000000000001,21918,10254,22205,0.987,0.4679999999999999,0.462
East,06K,East & North Hertfordshire,E82102,New River Health (E82102),19346,0.779,24173,5054,24366,0.992,0.209,0.207
East,06K,East & North Hertfordshire,E82104,The Sollershott Surgery (E82104),5864,0.7909999999999999,10853,1049,10900,0.996,0.0969999999999999,0.096
East,06N,Herts Valleys,E82105,Abbotswood Medical Centre (E82105),4755,0.755,5050,1096,5144,0.982,0.217,0.213
East,06N,Herts Valleys,E82106,New Road Surgery (E82106),10630,0.758,12898,3206,13752,0.938,0.249,0.233
East,06N,Herts Valleys,E82107,Summerfield Health Centre (E82107),9631,0.804,12334,3488,12540,0.984,0.283,0.278
East,06K,East & North Hertfordshire,E82111,The Symonds Green Health Centre (E82111),4792,0.78,7832,1204,7862,0.996,0.154,0.153
East,06N,Herts Valleys,E82113,"Colney,Coleridge Hse & Bricket Wood Mcs (E82113)",6966,0.7,6518,1560,6591,0.989,0.239,0.237
East,06K,East & North Hertfordshire,E82115,Stockwell Lodge Med.Ctr. (E82115),10654,0.93,19598,7302,19760,0.992,0.373,0.37
East,06N,Herts Valleys,E82117,The Grove Medical Centre (E82117),13471,0.6890000000000001,14176,1877,14194,0.999,0.132,0.132
East,06K,East & North Hertfordshire,E82121,Watton Place Clinic (E82121),4981,0.047,106,96,7291,0.015,0.906,0.013
East,06K,East & North Hertfordshire,E82123,Warden Lodge Medical Practice (E82123),9975,0.91,21921,7359,22247,0.985,0.336,0.331
East,06N,Herts Valleys,E82124,Attenborough Surgery (E82124),31401,0.743,36159,11734,36910,0.98,0.325,0.318
East,06N,Herts Valleys,E82129,Kings Langley Surgery (E82129),14991,0.7909999999999999,14712,2465,14967,0.983,0.168,0.165
East,06K,East & North Hertfordshire,E82130,The Medical Centre Buntingford (E82130),0,,60,3,63,0.952,0.05,0.048
East,06H,Cambridgeshire & Peterborough,E82132,Roysia Surgery (E82132),5953,0.816,8700,42,8762,0.993,0.005,0.005
East,06K,East & North Hertfordshire,E82133,High Street Surgery (E82133),6859,0.823,11309,2892,11375,0.994,0.256,0.254
East,06K,East & North Hertfordshire,E82626,Whitwell Surgery (E82626),2907,0.257,0,0,4640,0.0,,0.0
East,06K,East & North Hertfordshire,E82638,Stanhope Surgery (E82638),6533,0.67,10103,3143,10144,0.996,0.311,0.31
East,06N,Herts Valleys,E82640,Highfield Surgery (E82640),6862,0.748,11046,3908,11224,0.984,0.354,0.348
East,06N,Herts Valleys,E82643,Archway Surgery (E82643),2595,0.763,2564,403,2598,0.987,0.157,0.155
East,06N,Herts Valleys,E82652,Gossoms End Surgery (E82652),3066,0.804,3490,944,3525,0.99,0.27,0.268
East,06K,East & North Hertfordshire,E82654,Parsonage Surgery (E82654),8259,0.888,9886,5082,9939,0.995,0.514,0.511
East,06N,Herts Valleys,E82655,South Oxhey Surgery (E82655),3830,0.607,5565,1649,5697,0.977,0.296,0.289
East,06N,Herts Valleys,E82657,Little Bushey Surgery (E82657),6080,0.7879999999999999,7517,1742,7581,0.992,0.2319999999999999,0.23
East,06K,East & North Hertfordshire,E82661,The Garden City Surgery (E82661),8165,0.866,13324,728,13434,0.992,0.055,0.054
London,93C,North Central London,E83003,Oakleigh Road Health Centre (E83003),9352,0.815,12617,4114,12930,0.976,0.326,0.318
London,93C,North Central London,E83005,Lichfield Grove Surgery (E83005),6478,0.727,6065,2210,6149,0.986,0.364,0.359
London,93C,North Central London,E83006,Greenfield Medical Centre (E83006),7228,0.6709999999999999,8200,4463,8342,0.983,0.544,0.535
London,93C,North Central London,E83007,Squires Lane Medical Practice (E83007),5534,0.6409999999999999,5902,4084,5922,0.997,0.6920000000000001,0.69
London,93C,North Central London,E83008,Heathfielde Medical Centre (E83008),8785,0.647,8221,2390,8586,0.957,0.291,0.278
London,93C,North Central London,E83009,Phgh Doctors (E83009),12116,0.687,10189,2791,10213,0.998,0.2739999999999999,0.273
London,93C,North Central London,E83010,The Speedwell Practice (E83010),11522,0.6990000000000001,10919,1019,11113,0.983,0.093,0.092
London,93C,North Central London,E83011,The Everglade Medical Practice (E83011),10961,0.701,11629,3580,11736,0.991,0.308,0.305
London,93C,North Central London,E83012,The Old Court House Surgery (E83012),8920,0.807,9199,912,9227,0.997,0.099,0.099
London,93C,North Central London,E83013,Cornwall House Surgery (E83013),5782,0.637,5697,2714,5703,0.999,0.476,0.476
London,93C,North Central London,E83016,Millway Medical Practice (E83016),20511,0.75,18690,1963,18823,0.993,0.105,0.104
London,93C,North Central London,E83017,Longrove Surgery (E83017),17683,0.722,19949,3192,20210,0.987,0.16,0.158
London,93C,North Central London,E83018,Watling Medical Centre (E83018),17414,0.6920000000000001,23931,6921,24233,0.988,0.289,0.286
London,93C,North Central London,E83020,St. Georges Medical Centre (E83020),11848,0.655,12420,5988,12493,0.994,0.482,0.479
London,93C,North Central London,E83021,Torrington Park Group Practice (E83021),12377,0.653,14041,4326,14239,0.986,0.308,0.304
London,93C,North Central London,E83024,St Andrews Medical Practice. (E83024),11321,0.742,13927,2502,14043,0.992,0.18,0.178
London,93C,North Central London,E83025,Pennine Drive Practice (E83025),8455,0.737,10478,3764,10607,0.988,0.359,0.355
London,93C,North Central London,E83026,Supreme Medical Centre (E83026),4477,0.622,4966,1560,4987,0.996,0.314,0.313
London,93C,North Central London,E83027,The Practice At 188 (E83027),9065,0.5589999999999999,11827,3170,11964,0.989,0.268,0.265
London,93C,North Central London,E83028,Parkview Surgery (E83028),6485,0.722,5845,38,5958,0.981,0.0069999999999999,0.006
London,93C,North Central London,E83030,Penshurst Gardens Surgery (E83030),6132,0.716,7674,540,7719,0.994,0.07,0.07
London,93C,North Central London,E83031,The Village Surgery (E83031),5398,0.735,5669,457,5749,0.986,0.081,0.079
London,93C,North Central London,E83032,Oak Lodge Medical Centre (E83032),17583,0.613,15978,4315,16256,0.983,0.27,0.265
